proddate;idno;cntry;dweight;stflife;health;dosprt;gndr
20.11.2024;66192;BE;1.0149261;9;1;3;1
20.11.2024;66197;BE;1.0149261;10;1;7;1
20.11.2024;66209;BE;1.0149261;8;1;2;1
20.11.2024;66233;BE;1.0149261;9;1;7;2
20.11.2024;66355;BE;1.0149261;8;1;2;1
20.11.2024;66393;BE;1.0149261;10;4;3;1
20.11.2024;66406;BE;1.0149261;9;1;0;2
20.11.2024;66451;BE;1.0149261;7;3;5;2
20.11.2024;66527;BE;0.9431134;8;1;5;2
20.11.2024;66572;BE;1.0149261;9;3;0;1
20.11.2024;66598;BE;0.92293924;5;3;3;1
20.11.2024;66693;BE;1.0149261;9;2;2;2
20.11.2024;66743;BE;0.97810864;7;3;0;2
20.11.2024;66748;BE;1.0149261;4;2;3;1
20.11.2024;66752;BE;1.0149261;7;3;4;1
20.11.2024;66807;BE;1.0149261;9;2;4;1
20.11.2024;66818;BE;0.92603105;9;2;0;1
20.11.2024;66828;BE;1.0149261;8;2;3;1
20.11.2024;66830;BE;1.0149261;8;2;2;2
20.11.2024;66831;BE;1.0149261;7;3;7;2
20.11.2024;66861;BE;1.0149261;8;1;2;1
20.11.2024;66954;BE;1.0149261;5;3;7;2
20.11.2024;66967;BE;1.0149261;6;3;7;1
20.11.2024;66987;BE;1.0149261;7;3;5;2
20.11.2024;67044;BE;1.0149261;9;2;2;1
20.11.2024;67086;BE;1.0149261;8;2;2;2
20.11.2024;67131;BE;1.0149261;9;1;4;1
20.11.2024;67142;BE;1.0149261;8;2;7;1
20.11.2024;67152;BE;1.0149261;9;1;7;2
20.11.2024;67155;BE;1.0149261;9;2;1;1
20.11.2024;67176;BE;0.94433993;10;3;4;1
20.11.2024;67209;BE;1.0149261;8;2;3;2
20.11.2024;67225;BE;1.0149261;6;2;0;2
20.11.2024;67226;BE;1.0149261;7;4;0;2
20.11.2024;67272;BE;1.0149261;8;1;1;1
20.11.2024;67297;BE;1.0149261;8;3;2;2
20.11.2024;67399;BE;1.0149261;5;3;2;2
20.11.2024;67434;BE;1.0149261;10;3;2;2
20.11.2024;67454;BE;1.0149261;7;3;5;2
20.11.2024;67528;BE;1.0149261;8;1;1;2
20.11.2024;67537;BE;0.9394346;8;2;7;2
20.11.2024;67562;BE;1.0149261;5;3;0;2
20.11.2024;67588;BE;1.0149261;7;2;1;2
20.11.2024;67631;BE;1.0149261;1;2;4;2
20.11.2024;67682;BE;1.0149261;8;1;7;2
20.11.2024;67723;BE;1.0149261;10;2;4;2
20.11.2024;67761;BE;1.0149261;7;4;0;2
20.11.2024;67782;BE;1.0149261;8;3;0;2
20.11.2024;67788;BE;0.9432642;8;1;4;1
20.11.2024;67833;BE;1.0149261;8;3;6;2
20.11.2024;67872;BE;0.93760324;9;2;5;1
20.11.2024;67907;BE;1.0149261;8;2;2;1
20.11.2024;67931;BE;1.0149261;8;2;7;2
20.11.2024;68033;BE;0.96236247;7;3;7;1
20.11.2024;68038;BE;1.0149261;8;1;7;2
20.11.2024;68063;BE;1.0149261;9;2;2;1
20.11.2024;68073;BE;1.0149261;8;1;5;1
20.11.2024;68077;BE;1.0149261;9;2;5;2
20.11.2024;68086;BE;0.95682275;7;2;7;1
20.11.2024;68091;BE;0.9399888;9;1;7;1
20.11.2024;68117;BE;1.0149261;9;3;3;1
20.11.2024;68166;BE;1.0149261;7;2;4;1
20.11.2024;68253;BE;1.0149261;6;2;7;1
20.11.2024;68261;BE;1.0149261;7;2;0;2
20.11.2024;68428;BE;1.0149261;8;2;1;1
20.11.2024;68450;BE;1.0149261;8;2;3;1
20.11.2024;68459;BE;0.9306985;7;3;7;2
20.11.2024;68507;BE;1.0149261;9;2;7;2
20.11.2024;68666;BE;1.0149261;7;2;4;1
20.11.2024;68708;BE;1.0149261;10;1;7;2
20.11.2024;68719;BE;1.0149261;7;2;0;1
20.11.2024;68800;BE;1.0149261;10;1;7;1
20.11.2024;68843;BE;0.93760324;8;1;7;1
20.11.2024;68855;BE;0.94463545;6;2;7;1
20.11.2024;68925;BE;1.0149261;8;2;7;1
20.11.2024;68952;BE;1.0149261;8;3;7;1
20.11.2024;69001;BE;1.0149261;8;3;0;2
20.11.2024;69003;BE;1.0149261;8;3;4;1
20.11.2024;69077;BE;1.0149261;8;1;5;2
20.11.2024;69087;BE;1.0149261;7;3;3;1
20.11.2024;69094;BE;1.0149261;6;3;0;2
20.11.2024;69157;BE;1.0149261;8;3;3;2
20.11.2024;69177;BE;1.0149261;7;2;2;1
20.11.2024;69225;BE;1.0149261;8;2;1;2
20.11.2024;69240;BE;1.0149261;3;2;7;2
20.11.2024;69242;BE;1.0149261;9;2;1;2
20.11.2024;69291;BE;1.0149261;6;3;2;1
20.11.2024;69335;BE;1.0149261;9;1;3;1
20.11.2024;69351;BE;1.0149261;8;1;5;2
20.11.2024;69457;BE;1.0149261;8;2;4;2
20.11.2024;69470;BE;1.0149261;9;2;7;1
20.11.2024;69478;BE;0.93563765;7;3;2;2
20.11.2024;69488;BE;1.0149261;6;2;7;1
20.11.2024;69492;BE;1.0149261;9;1;7;1
20.11.2024;69496;BE;1.0149261;10;3;7;1
20.11.2024;69621;BE;1.0149261;9;2;7;2
20.11.2024;69646;BE;1.0149261;9;1;3;1
20.11.2024;69660;BE;1.0149261;9;1;4;2
20.11.2024;69682;BE;1.0149261;5;2;0;1
20.11.2024;69683;BE;1.0149261;9;1;2;1
20.11.2024;69689;BE;1.0149261;8;2;7;2
20.11.2024;69729;BE;1.0149261;8;2;5;2
20.11.2024;69733;BE;1.0149261;7;3;2;1
20.11.2024;69743;BE;0.93563765;8;2;7;1
20.11.2024;69766;BE;0.90899336;9;1;0;2
20.11.2024;69789;BE;1.0149261;10;1;7;2
20.11.2024;69809;BE;1.0149261;8;2;1;2
20.11.2024;69810;BE;1.0149261;3;1;7;1
20.11.2024;69812;BE;1.0149261;8;2;1;2
20.11.2024;69878;BE;1.0149261;8;5;0;2
20.11.2024;69881;BE;1.0149261;9;2;3;1
20.11.2024;69902;BE;0.9319566;6;4;7;2
20.11.2024;69917;BE;1.0149261;8;2;7;2
20.11.2024;69978;BE;1.0149261;9;2;3;1
20.11.2024;70066;BE;1.0149261;7;2;2;1
20.11.2024;70081;BE;1.0149261;7;1;3;2
20.11.2024;70087;BE;1.0149261;10;2;7;2
20.11.2024;70124;BE;0.9596873;6;2;2;2
20.11.2024;70151;BE;0.96380615;9;2;0;1
20.11.2024;70171;BE;1.0149261;8;1;1;2
20.11.2024;70216;BE;1.0149261;7;2;1;1
20.11.2024;70225;BE;0.9306985;9;2;7;2
20.11.2024;70270;BE;1.0149261;8;3;5;2
20.11.2024;70272;BE;1.0149261;9;1;0;2
20.11.2024;70338;BE;1.0149261;7;3;7;2
20.11.2024;70346;BE;1.0149261;7;3;0;2
20.11.2024;70349;BE;1.0149261;8;3;0;1
20.11.2024;70418;BE;1.0149261;7;3;0;2
20.11.2024;70461;BE;1.0149261;7;2;2;2
20.11.2024;70469;BE;1.0149261;8;3;5;2
20.11.2024;70476;BE;1.0149261;8;1;5;2
20.11.2024;70492;BE;0.9431134;6;1;1;2
20.11.2024;70498;BE;1.0149261;4;2;1;2
20.11.2024;70502;BE;1.0149261;8;2;5;2
20.11.2024;70506;BE;1.0149261;8;2;2;2
20.11.2024;70520;BE;1.0149261;5;2;2;2
20.11.2024;70533;BE;1.0149261;8;2;1;1
20.11.2024;70549;BE;1.0149261;10;2;7;1
20.11.2024;70552;BE;1.0149261;7;2;1;2
20.11.2024;70578;BE;1.0149261;5;4;2;1
20.11.2024;70620;BE;1.0149261;0;5;0;1
20.11.2024;70658;BE;1.0149261;8;2;1;2
20.11.2024;70688;BE;0.9299703;5;3;1;1
20.11.2024;70713;BE;0.9431134;10;2;7;1
20.11.2024;70751;BE;1.0149261;10;1;5;1
20.11.2024;70763;BE;1.0149261;8;2;7;2
20.11.2024;70797;BE;1.0149261;8;1;7;2
20.11.2024;70901;BE;1.0149261;9;2;1;1
20.11.2024;70933;BE;1.0149261;9;2;3;2
20.11.2024;70971;BE;0.93741333;9;3;4;2
20.11.2024;70988;BE;0.93563765;8;2;2;2
20.11.2024;70992;BE;0.9399888;9;3;4;1
20.11.2024;71158;BE;1.0149261;8;2;6;1
20.11.2024;71190;BE;1.0149261;8;1;2;2
20.11.2024;71207;BE;1.0149261;8;2;7;1
20.11.2024;71258;BE;1.0149261;7;2;5;1
20.11.2024;71270;BE;1.0149261;9;2;0;1
20.11.2024;71295;BE;0.93563765;8;3;0;1
20.11.2024;71302;BE;1.0149261;10;1;2;2
20.11.2024;71325;BE;1.0149261;4;2;0;2
20.11.2024;71338;BE;1.0149261;8;2;2;1
20.11.2024;71361;BE;1.0149261;7;1;7;2
20.11.2024;71390;BE;1.0149261;8;3;2;1
20.11.2024;71417;BE;1.0149261;8;2;7;2
20.11.2024;71420;BE;1.0149261;8;3;6;1
20.11.2024;71561;BE;0.9399888;9;1;7;2
20.11.2024;71640;BE;1.0149261;5;3;3;1
20.11.2024;71641;BE;0.9072117;9;1;6;1
20.11.2024;71662;BE;1.0149261;7;2;6;2
20.11.2024;71669;BE;0.92603105;7;1;4;1
20.11.2024;71700;BE;1.0149261;7;3;0;2
20.11.2024;71720;BE;1.0149261;8;3;7;1
20.11.2024;71765;BE;1.0149261;7;1;5;1
20.11.2024;71767;BE;1.0149261;8;1;5;1
20.11.2024;71809;BE;1.0149261;4;2;2;1
20.11.2024;71820;BE;1.0149261;7;2;7;1
20.11.2024;71889;BE;1.0149261;4;4;0;2
20.11.2024;71916;BE;1.0149261;8;2;2;1
20.11.2024;71994;BE;1.0149261;4;1;1;1
20.11.2024;71998;BE;1.0149261;8;3;4;1
20.11.2024;72018;BE;1.0149261;9;2;7;1
20.11.2024;72067;BE;1.0149261;4;2;4;1
20.11.2024;72121;BE;0.9388943;8;2;1;2
20.11.2024;72135;BE;0.96236247;10;3;7;1
20.11.2024;72191;BE;1.0149261;7;2;1;1
20.11.2024;72220;BE;1.0149261;8;2;7;2
20.11.2024;72235;BE;1.0149261;7;2;3;1
20.11.2024;72244;BE;1.0149261;8;2;1;1
20.11.2024;72332;BE;1.0149261;10;1;5;1
20.11.2024;72342;BE;1.0149261;9;1;4;1
20.11.2024;72428;BE;0.91540194;6;2;7;2
20.11.2024;72448;BE;1.0149261;9;3;7;1
20.11.2024;72480;BE;1.0149261;9;2;7;1
20.11.2024;72506;BE;1.0149261;8;1;1;2
20.11.2024;72521;BE;1.0149261;10;1;7;1
20.11.2024;72538;BE;1.0149261;8;2;7;1
20.11.2024;72557;BE;1.0149261;8;2;1;1
20.11.2024;72612;BE;1.0149261;8;2;0;2
20.11.2024;72672;BE;1.0149261;2;3;3;2
20.11.2024;72709;BE;1.0149261;8;1;4;2
20.11.2024;72725;BE;1.0149261;8;2;3;1
20.11.2024;72775;BE;0.9306985;8;3;0;2
20.11.2024;72794;BE;1.0149261;8;2;7;1
20.11.2024;72815;BE;1.0149261;8;2;3;1
20.11.2024;72849;BE;1.0149261;6;2;4;1
20.11.2024;72869;BE;1.0149261;10;1;5;2
20.11.2024;72970;BE;1.0149261;7;2;4;2
20.11.2024;73045;BE;1.0149261;8;1;2;2
20.11.2024;73094;BE;0.9394536;7;1;7;1
20.11.2024;73115;BE;1.0149261;8;1;7;1
20.11.2024;73116;BE;1.0149261;8;2;6;1
20.11.2024;73144;BE;1.0149261;8;3;7;2
20.11.2024;73177;BE;1.0149261;8;1;4;1
20.11.2024;73214;BE;1.0149261;8;2;2;1
20.11.2024;73243;BE;1.0149261;7;2;7;1
20.11.2024;73305;BE;1.0149261;8;2;0;1
20.11.2024;73370;BE;1.0149261;7;4;0;2
20.11.2024;73373;BE;1.0149261;5;2;7;1
20.11.2024;73378;BE;1.0149261;8;2;3;1
20.11.2024;73383;BE;1.0149261;10;1;6;1
20.11.2024;73398;BE;1.0149261;8;2;7;2
20.11.2024;73400;BE;1.0149261;8;3;4;2
20.11.2024;73402;BE;1.0149261;8;1;0;2
20.11.2024;73449;BE;1.0149261;9;1;0;2
20.11.2024;73545;BE;1.0149261;7;1;7;1
20.11.2024;73596;BE;1.0149261;2;2;2;2
20.11.2024;73679;BE;1.0149261;4;3;7;1
20.11.2024;73705;BE;0.93324125;6;1;4;2
20.11.2024;73760;BE;1.0149261;9;1;5;1
20.11.2024;73773;BE;0.95541745;8;3;1;1
20.11.2024;73776;BE;1.0149261;7;3;7;2
20.11.2024;73793;BE;0.9556906;8;3;3;2
20.11.2024;73800;BE;0.93324125;5;3;0;2
20.11.2024;73810;BE;1.0149261;9;2;3;1
20.11.2024;73820;BE;1.0149261;9;1;1;1
20.11.2024;73859;BE;1.0149261;7;2;4;1
20.11.2024;73869;BE;1.0149261;6;2;1;1
20.11.2024;73884;BE;1.0149261;5;3;0;1
20.11.2024;73934;BE;1.0149261;7;2;4;1
20.11.2024;73963;BE;1.0149261;6;1;7;1
20.11.2024;73981;BE;1.0149261;10;3;2;2
20.11.2024;74016;BE;0.9431134;8;1;7;1
20.11.2024;74086;BE;1.0149261;4;2;1;2
20.11.2024;74095;BE;0.94433993;9;2;3;2
20.11.2024;74099;BE;1.0149261;8;3;0;2
20.11.2024;74112;BE;1.0149261;7;2;0;2
20.11.2024;74126;BE;1.0149261;8;3;2;2
20.11.2024;74139;BE;1.0149261;10;2;7;1
20.11.2024;74182;BE;1.0149261;8;2;1;2
20.11.2024;74208;BE;1.0149261;10;2;0;1
20.11.2024;74211;BE;1.0149261;8;2;5;1
20.11.2024;74261;BE;0.9420988;8;1;7;2
20.11.2024;74281;BE;1.0149261;8;2;1;1
20.11.2024;74312;BE;1.0149261;7;2;2;2
20.11.2024;74327;BE;1.0149261;5;4;0;2
20.11.2024;74364;BE;1.0149261;7;2;0;2
20.11.2024;74384;BE;1.0149261;7;5;0;2
20.11.2024;74389;BE;1.0149261;7;3;1;1
20.11.2024;74407;BE;1.0149261;7;3;7;1
20.11.2024;74504;BE;0.92293924;8;2;6;1
20.11.2024;74547;BE;1.0149261;8;1;7;2
20.11.2024;74563;BE;0.9306985;10;2;7;1
20.11.2024;74579;BE;1.0149261;8;1;7;1
20.11.2024;74580;BE;1.0149261;8;1;6;2
20.11.2024;74583;BE;1.0149261;8;2;5;2
20.11.2024;74607;BE;1.0149261;9;2;6;2
20.11.2024;74613;BE;1.0149261;6;2;0;2
20.11.2024;74621;BE;1.0149261;8;1;3;1
20.11.2024;74654;BE;1.0149261;8;2;1;2
20.11.2024;74657;BE;1.0149261;8;3;0;1
20.11.2024;74685;BE;0.94476265;5;3;0;2
20.11.2024;74708;BE;1.0149261;6;3;0;2
20.11.2024;74737;BE;0.9319566;7;3;2;2
20.11.2024;74746;BE;0.9431134;8;2;6;1
20.11.2024;74762;BE;1.0149261;6;2;3;1
20.11.2024;74788;BE;1.0149261;9;1;7;1
20.11.2024;74801;BE;1.0149261;8;2;2;2
20.11.2024;74824;BE;1.0149261;9;1;7;1
20.11.2024;74831;BE;1.0149261;7;1;4;1
20.11.2024;74843;BE;1.0149261;8;2;7;1
20.11.2024;74869;BE;1.0149261;9;2;1;2
20.11.2024;74917;BE;1.0149261;7;2;2;2
20.11.2024;75076;BE;1.0149261;7;3;0;1
20.11.2024;75098;BE;1.0149261;9;1;3;1
20.11.2024;75105;BE;1.0149261;9;2;2;1
20.11.2024;75108;BE;1.0149261;6;3;4;2
20.11.2024;75118;BE;1.0149261;8;1;2;2
20.11.2024;75119;BE;1.0149261;8;2;2;2
20.11.2024;75125;BE;0.94476265;5;2;7;1
20.11.2024;75145;BE;0.9556906;9;2;2;2
20.11.2024;75167;BE;0.95682275;7;2;5;1
20.11.2024;75178;BE;1.0149261;7;2;3;1
20.11.2024;75237;BE;0.90899336;5;1;0;2
20.11.2024;75239;BE;1.0149261;6;3;3;1
20.11.2024;75244;BE;0.96236247;7;2;0;2
20.11.2024;75262;BE;1.0149261;8;2;0;1
20.11.2024;75282;BE;1.0149261;9;2;0;1
20.11.2024;75366;BE;1.0149261;8;2;7;1
20.11.2024;75397;BE;1.0149261;7;2;7;2
20.11.2024;75426;BE;0.96236247;7;2;1;1
20.11.2024;75428;BE;1.0149261;7;2;0;2
20.11.2024;75455;BE;1.0149261;8;2;4;1
20.11.2024;75480;BE;1.0149261;7;2;1;1
20.11.2024;75526;BE;1.0149261;8;3;0;2
20.11.2024;75543;BE;0.94463545;8;1;0;1
20.11.2024;75560;BE;0.9394346;8;2;7;2
20.11.2024;75565;BE;1.0149261;8;1;4;1
20.11.2024;75692;BE;1.0149261;9;2;5;2
20.11.2024;75713;BE;1.0149261;10;1;7;2
20.11.2024;75734;BE;1.0149261;5;2;0;1
20.11.2024;75743;BE;1.0149261;9;2;4;1
20.11.2024;75771;BE;1.0149261;7;3;1;1
20.11.2024;75774;BE;0.9026928;8;1;7;1
20.11.2024;75779;BE;0.9399888;7;2;0;1
20.11.2024;75863;BE;1.0149261;8;4;0;2
20.11.2024;75910;BE;1.0149261;7;2;7;2
20.11.2024;75983;BE;1.0149261;4;2;7;2
20.11.2024;76090;BE;1.0149261;8;3;0;1
20.11.2024;76112;BE;1.0149261;8;4;1;1
20.11.2024;76138;BE;1.0149261;7;2;4;1
20.11.2024;76150;BE;1.0149261;8;1;4;1
20.11.2024;76187;BE;0.94362074;7;1;4;1
20.11.2024;76203;BE;1.0149261;7;3;0;1
20.11.2024;76216;BE;0.97530854;9;2;1;1
20.11.2024;76224;BE;1.0149261;8;3;3;2
20.11.2024;76245;BE;0.9334658;9;2;6;1
20.11.2024;76257;BE;1.0149261;9;1;7;1
20.11.2024;76269;BE;1.0149261;10;5;7;1
20.11.2024;76300;BE;0.93741333;7;4;1;1
20.11.2024;76322;BE;1.0149261;8;3;5;2
20.11.2024;76340;BE;1.0149261;8;1;2;2
20.11.2024;76345;BE;1.0149261;10;2;7;2
20.11.2024;76356;BE;1.0149261;9;1;2;1
20.11.2024;76363;BE;1.0149261;3;4;0;2
20.11.2024;76371;BE;1.0149261;7;3;4;1
20.11.2024;76392;BE;1.0149261;7;2;2;1
20.11.2024;76412;BE;1.0149261;8;2;2;2
20.11.2024;76478;BE;1.0149261;10;2;5;2
20.11.2024;76533;BE;0.9026928;8;1;2;1
20.11.2024;76544;BE;0.94463545;6;2;3;1
20.11.2024;76627;BE;0.94558257;8;2;4;1
20.11.2024;76676;BE;1.0149261;8;2;7;1
20.11.2024;76723;BE;1.0149261;5;1;5;2
20.11.2024;76772;BE;1.0149261;7;2;0;2
20.11.2024;76808;BE;1.0149261;8;2;7;2
20.11.2024;76815;BE;1.0149261;5;3;6;1
20.11.2024;76868;BE;1.0149261;8;3;7;1
20.11.2024;76887;BE;1.0149261;9;3;7;2
20.11.2024;76903;BE;1.0149261;5;1;7;1
20.11.2024;76917;BE;1.0149261;5;2;0;1
20.11.2024;76957;BE;1.0149261;8;1;3;1
20.11.2024;76960;BE;1.0149261;8;2;3;2
20.11.2024;77084;BE;1.0149261;8;2;2;1
20.11.2024;77096;BE;1.0149261;8;1;1;2
20.11.2024;77098;BE;1.0149261;8;1;7;2
20.11.2024;77149;BE;0.96236247;8;2;2;2
20.11.2024;77175;BE;1.0149261;2;4;0;2
20.11.2024;77263;BE;1.0149261;8;2;4;2
20.11.2024;77297;BE;1.0149261;7;2;7;1
20.11.2024;77331;BE;1.0149261;9;2;5;2
20.11.2024;77387;BE;1.0149261;7;3;1;1
20.11.2024;77414;BE;1.0149261;8;2;3;1
20.11.2024;77429;BE;1.0149261;8;2;0;2
20.11.2024;77441;BE;0.9432642;4;3;0;2
20.11.2024;77476;BE;0.9399888;7;2;4;2
20.11.2024;77495;BE;1.0149261;7;4;7;2
20.11.2024;77583;BE;1.0149261;7;2;0;2
20.11.2024;77630;BE;1.0149261;8;2;3;2
20.11.2024;77640;BE;1.0149261;8;2;3;1
20.11.2024;77701;BE;1.0149261;88;1;4;1
20.11.2024;77731;BE;1.0149261;9;2;2;2
20.11.2024;77812;BE;1.0149261;5;2;6;2
20.11.2024;77896;BE;0.90899336;8;2;6;2
20.11.2024;77902;BE;0.9587261;8;3;0;1
20.11.2024;77911;BE;1.0149261;9;1;0;1
20.11.2024;77929;BE;1.0149261;8;5;3;1
20.11.2024;77959;BE;1.0149261;10;2;0;2
20.11.2024;78043;BE;1.0149261;7;2;7;1
20.11.2024;78090;BE;1.0149261;10;2;0;2
20.11.2024;78092;BE;1.0149261;7;3;0;1
20.11.2024;78108;BE;1.0149261;5;2;0;1
20.11.2024;78110;BE;0.9388943;4;3;5;2
20.11.2024;78116;BE;1.0149261;7;2;2;1
20.11.2024;78164;BE;0.9388943;7;1;0;2
20.11.2024;78176;BE;0.9394346;7;1;7;2
20.11.2024;78191;BE;0.9306985;5;4;0;1
20.11.2024;78195;BE;1.0149261;8;2;3;1
20.11.2024;78201;BE;1.0149261;8;1;4;1
20.11.2024;78240;BE;1.0149261;8;2;5;2
20.11.2024;78246;BE;1.0149261;4;2;5;2
20.11.2024;78250;BE;0.9587261;5;2;0;1
20.11.2024;78286;BE;1.0149261;9;1;7;1
20.11.2024;78294;BE;1.0149261;7;2;3;1
20.11.2024;78420;BE;0.9420988;5;2;1;2
20.11.2024;78452;BE;1.0149261;9;2;1;2
20.11.2024;78457;BE;1.0149261;7;2;7;1
20.11.2024;78485;BE;1.0149261;8;1;1;2
20.11.2024;78496;BE;1.0149261;8;2;7;1
20.11.2024;78509;BE;1.0149261;5;4;0;1
20.11.2024;78562;BE;1.0149261;8;1;5;2
20.11.2024;78729;BE;0.93319845;8;3;5;2
20.11.2024;78799;BE;1.0149261;7;2;0;1
20.11.2024;78805;BE;1.0149261;3;3;5;1
20.11.2024;78869;BE;1.0149261;8;2;7;1
20.11.2024;78907;BE;1.0149261;8;1;3;1
20.11.2024;78930;BE;0.94362074;7;2;2;2
20.11.2024;78982;BE;1.0149261;8;2;3;2
20.11.2024;78990;BE;1.0149261;7;3;1;1
20.11.2024;79016;BE;1.0149261;9;2;7;2
20.11.2024;79026;BE;1.0149261;6;2;7;1
20.11.2024;79055;BE;1.0149261;7;3;1;1
20.11.2024;79084;BE;1.0149261;8;1;7;1
20.11.2024;79088;BE;1.0149261;9;3;4;1
20.11.2024;79118;BE;1.0149261;9;2;0;1
20.11.2024;79174;BE;1.0149261;8;3;7;1
20.11.2024;79186;BE;1.0149261;8;2;7;1
20.11.2024;79197;BE;1.0149261;8;2;7;2
20.11.2024;79265;BE;1.0149261;8;1;7;2
20.11.2024;79290;BE;1.0149261;8;3;7;1
20.11.2024;79378;BE;0.9334658;5;2;3;1
20.11.2024;79391;BE;0.94362074;5;2;0;2
20.11.2024;79400;BE;1.0149261;8;2;0;2
20.11.2024;79439;BE;1.0149261;6;1;7;2
20.11.2024;79447;BE;1.0149261;6;2;2;2
20.11.2024;79496;BE;1.0149261;8;1;1;2
20.11.2024;79554;BE;0.93563765;9;1;0;2
20.11.2024;79575;BE;0.93760324;7;3;0;2
20.11.2024;79615;BE;0.9399888;10;2;88;1
20.11.2024;79619;BE;1.0149261;10;1;3;2
20.11.2024;79657;BE;0.90899336;10;1;5;1
20.11.2024;79665;BE;1.0149261;7;2;0;1
20.11.2024;79693;BE;1.0149261;7;3;3;1
20.11.2024;79765;BE;1.0149261;7;2;0;2
20.11.2024;79790;BE;1.0149261;8;2;2;1
20.11.2024;79827;BE;1.0149261;8;2;7;2
20.11.2024;79894;BE;1.0149261;9;3;0;1
20.11.2024;79902;BE;1.0149261;8;2;7;2
20.11.2024;79905;BE;1.0149261;7;2;2;2
20.11.2024;80003;BE;1.0149261;7;3;1;1
20.11.2024;80029;BE;1.0149261;10;1;0;1
20.11.2024;80035;BE;1.0149261;9;1;5;2
20.11.2024;80056;BE;1.0149261;6;4;0;1
20.11.2024;80165;BE;0.9306985;8;1;5;1
20.11.2024;80168;BE;1.0149261;8;2;7;1
20.11.2024;80249;BE;1.0149261;7;2;5;1
20.11.2024;80271;BE;1.0149261;8;2;7;2
20.11.2024;80288;BE;1.0149261;7;2;7;1
20.11.2024;80323;BE;1.0149261;9;3;0;1
20.11.2024;80338;BE;1.0149261;10;1;7;1
20.11.2024;80359;BE;0.93068933;10;1;0;1
20.11.2024;80368;BE;1.0149261;9;1;3;1
20.11.2024;80370;BE;1.0149261;8;1;7;1
20.11.2024;80409;BE;1.0149261;8;1;2;1
20.11.2024;80416;BE;1.0149261;8;3;3;2
20.11.2024;80421;BE;0.93068933;4;3;2;1
20.11.2024;80423;BE;0.9064507;5;3;0;2
20.11.2024;80444;BE;1.0149261;8;1;4;2
20.11.2024;80483;BE;1.0149261;6;3;5;1
20.11.2024;80528;BE;1.0149261;7;2;4;2
20.11.2024;80563;BE;1.0149261;8;1;2;1
20.11.2024;80569;BE;1.0149261;9;2;7;2
20.11.2024;80693;BE;0.93068933;9;2;4;1
20.11.2024;80748;BE;1.0149261;7;2;2;1
20.11.2024;80752;BE;0.91540194;8;2;7;1
20.11.2024;80767;BE;1.0149261;9;1;3;1
20.11.2024;80802;BE;1.0149261;8;2;0;2
20.11.2024;80886;BE;1.0149261;8;2;0;1
20.11.2024;80941;BE;1.0149261;5;5;0;1
20.11.2024;80965;BE;1.0149261;7;2;7;2
20.11.2024;81077;BE;1.0149261;5;3;3;2
20.11.2024;81148;BE;0.93319845;10;2;6;2
20.11.2024;81160;BE;1.0149261;7;1;7;2
20.11.2024;81161;BE;1.0149261;8;2;4;1
20.11.2024;81192;BE;1.0149261;9;1;0;1
20.11.2024;81194;BE;1.0149261;8;1;7;1
20.11.2024;81199;BE;1.0149261;7;3;2;1
20.11.2024;81239;BE;1.0149261;9;2;2;1
20.11.2024;81268;BE;1.0149261;5;3;0;1
20.11.2024;81299;BE;1.0149261;8;2;2;2
20.11.2024;81303;BE;1.0149261;8;2;4;1
20.11.2024;81374;BE;1.0149261;7;4;0;2
20.11.2024;81382;BE;0.9788808;8;3;6;1
20.11.2024;81412;BE;1.0149261;7;2;0;2
20.11.2024;81434;BE;0.93741333;4;3;0;1
20.11.2024;81446;BE;1.0149261;8;1;6;1
20.11.2024;81480;BE;1.0149261;7;2;4;1
20.11.2024;81486;BE;0.94463545;8;2;7;2
20.11.2024;81501;BE;1.0149261;7;2;3;2
20.11.2024;81583;BE;1.0149261;8;2;7;1
20.11.2024;81677;BE;1.0149261;7;3;5;1
20.11.2024;81681;BE;1.0149261;8;2;5;2
20.11.2024;81736;BE;1.0149261;7;2;2;2
20.11.2024;81750;BE;1.0149261;8;2;0;1
20.11.2024;81780;BE;1.0149261;5;2;2;2
20.11.2024;81806;BE;1.0149261;8;2;7;1
20.11.2024;81822;BE;0.93741333;10;1;5;1
20.11.2024;81829;BE;1.0149261;8;1;3;1
20.11.2024;81880;BE;1.0149261;9;2;3;1
20.11.2024;81889;BE;1.0149261;9;2;1;2
20.11.2024;82009;BE;1.0149261;8;2;2;2
20.11.2024;82024;BE;1.0149261;8;1;1;1
20.11.2024;82062;BE;0.9026928;4;3;1;1
20.11.2024;82143;BE;0.9394346;8;2;7;1
20.11.2024;82173;BE;1.0149261;7;2;5;2
20.11.2024;82193;BE;0.9399888;9;1;0;2
20.11.2024;82200;BE;1.0149261;8;5;0;2
20.11.2024;82218;BE;0.90899336;9;1;7;2
20.11.2024;82264;BE;1.0149261;9;1;7;2
20.11.2024;82306;BE;1.0149261;9;1;0;1
20.11.2024;82338;BE;0.95541745;8;2;2;1
20.11.2024;82341;BE;1.0149261;7;2;2;2
20.11.2024;82347;BE;1.0149261;8;2;0;2
20.11.2024;82368;BE;1.0149261;7;1;7;2
20.11.2024;82455;BE;0.94362074;8;2;2;1
20.11.2024;82511;BE;1.0149261;8;2;5;1
20.11.2024;82541;BE;1.0149261;7;2;3;1
20.11.2024;82576;BE;1.0149261;9;1;0;2
