proddate;idno;cntry;dweight;stflife;health;dosprt;gndr
20.11.2024;73556;GB;0.57121205;2;5;4;2
20.11.2024;73585;GB;1.1424241;8;3;7;2
20.11.2024;73616;GB;0.59915686;3;3;1;1
20.11.2024;73622;GB;0.57121205;2;2;2;1
20.11.2024;73628;GB;2.2108889;8;1;3;2
20.11.2024;73651;GB;0.57121205;6;3;0;2
20.11.2024;73717;GB;1.1424241;7;1;5;2
20.11.2024;73729;GB;0.57121205;8;2;7;2
20.11.2024;73757;GB;1.1424241;3;3;0;2
20.11.2024;73767;GB;0.59915686;7;2;2;1
20.11.2024;73771;GB;0.57121205;10;2;3;1
20.11.2024;73792;GB;0.57121205;5;3;4;2
20.11.2024;73802;GB;0.57121205;6;2;7;2
20.11.2024;73813;GB;1.2458906;6;1;7;1
20.11.2024;73832;GB;0.6229453;4;3;5;2
20.11.2024;73833;GB;1.1424241;6;2;0;2
20.11.2024;73853;GB;1.7136363;8;2;5;1
20.11.2024;73862;GB;1.1424241;2;2;3;1
20.11.2024;73878;GB;0.57121205;8;3;1;1
20.11.2024;73879;GB;1.7136363;7;2;5;1
20.11.2024;73915;GB;0.57121205;5;3;0;2
20.11.2024;73950;GB;1.1424241;9;1;5;2
20.11.2024;74002;GB;1.1424241;7;2;2;2
20.11.2024;74045;GB;1.1424241;6;4;0;2
20.11.2024;74049;GB;0.57121205;8;2;6;1
20.11.2024;74051;GB;1.1424241;7;2;7;1
20.11.2024;74061;GB;1.7136363;10;3;5;2
20.11.2024;74097;GB;1.1424241;9;2;4;2
20.11.2024;74106;GB;0.59915686;8;2;7;1
20.11.2024;74141;GB;1.1424241;5;3;5;2
20.11.2024;74146;GB;2.8560605;7;2;4;1
20.11.2024;74172;GB;1.2458906;10;1;7;2
20.11.2024;74198;GB;1.1424241;4;2;0;2
20.11.2024;74228;GB;0.59915686;9;2;4;1
20.11.2024;74251;GB;0.57121205;9;3;0;2
20.11.2024;74276;GB;1.1424241;8;1;7;1
20.11.2024;74291;GB;0.57121205;8;1;4;2
20.11.2024;74305;GB;1.1424241;7;3;7;2
20.11.2024;74310;GB;1.1424241;5;3;2;2
20.11.2024;74312;GB;0.57121205;10;3;7;1
20.11.2024;74316;GB;0.57121205;5;2;7;2
20.11.2024;74323;GB;1.1424241;9;5;0;1
20.11.2024;74327;GB;1.1424241;9;2;7;1
20.11.2024;74427;GB;1.2458906;8;2;0;2
20.11.2024;74428;GB;0.57121205;10;1;7;2
20.11.2024;74442;GB;1.1424241;10;3;3;2
20.11.2024;74467;GB;1.1424241;9;1;7;1
20.11.2024;74468;GB;1.1424241;4;5;1;2
20.11.2024;74477;GB;1.1424241;7;2;7;1
20.11.2024;74478;GB;0.5527222;8;2;0;2
20.11.2024;74497;GB;1.1424241;4;1;7;2
20.11.2024;74511;GB;1.1424241;9;2;3;1
20.11.2024;74551;GB;1.1424241;9;1;7;2
20.11.2024;74565;GB;1.1424241;8;5;0;1
20.11.2024;74580;GB;0.57121205;8;2;4;2
20.11.2024;74613;GB;0.57121205;0;1;2;2
20.11.2024;74663;GB;1.1424241;9;2;5;1
20.11.2024;74677;GB;0.57121205;8;2;4;2
20.11.2024;74744;GB;0.57121205;5;2;7;2
20.11.2024;74755;GB;2.2108889;7;2;4;2
20.11.2024;74756;GB;1.7136363;4;3;7;1
20.11.2024;74806;GB;1.1424241;8;2;7;1
20.11.2024;74855;GB;1.7136363;8;1;5;2
20.11.2024;74864;GB;0.57121205;8;3;0;2
20.11.2024;74891;GB;0.57121205;5;2;7;1
20.11.2024;74895;GB;1.1424241;10;3;0;2
20.11.2024;74900;GB;1.1424241;8;2;5;1
20.11.2024;74926;GB;1.7136363;7;2;4;2
20.11.2024;74941;GB;1.1424241;10;4;1;2
20.11.2024;74959;GB;0.57121205;5;3;77;1
20.11.2024;74994;GB;1.1424241;5;2;7;1
20.11.2024;75011;GB;1.1424241;8;2;7;1
20.11.2024;75046;GB;1.1424241;8;2;2;2
20.11.2024;75056;GB;0.57121205;6;2;5;1
20.11.2024;75068;GB;1.1424241;9;1;3;2
20.11.2024;75075;GB;0.59915686;3;3;0;2
20.11.2024;75092;GB;1.1424241;8;2;4;2
20.11.2024;75131;GB;1.1424241;7;1;3;2
20.11.2024;75161;GB;1.1424241;8;2;7;1
20.11.2024;75173;GB;0.57121205;5;2;0;2
20.11.2024;75175;GB;1.1424241;4;3;0;2
20.11.2024;75183;GB;1.1424241;10;2;7;2
20.11.2024;75196;GB;1.2458906;10;3;0;2
20.11.2024;75231;GB;1.7136363;7;2;7;2
20.11.2024;75252;GB;0.57121205;7;2;7;2
20.11.2024;75273;GB;0.57121205;7;4;0;1
20.11.2024;75280;GB;1.1424241;7;1;5;1
20.11.2024;75311;GB;0.57121205;8;2;0;1
20.11.2024;75321;GB;0.59915686;4;2;88;2
20.11.2024;75346;GB;1.1424241;9;1;1;1
20.11.2024;75372;GB;0.57121205;8;3;4;1
20.11.2024;75380;GB;1.1424241;9;2;1;2
20.11.2024;75416;GB;2.8560605;10;1;0;1
20.11.2024;75429;GB;0.57121205;8;3;7;1
20.11.2024;75441;GB;0.57121205;2;3;0;2
20.11.2024;75450;GB;0.57121205;5;2;7;2
20.11.2024;75452;GB;1.1424241;7;2;4;1
20.11.2024;75458;GB;0.57121205;6;3;4;1
20.11.2024;75460;GB;1.1424241;8;1;7;1
20.11.2024;75464;GB;1.1424241;6;2;2;2
20.11.2024;75508;GB;1.1424241;7;1;7;1
20.11.2024;75545;GB;1.1424241;10;3;1;2
20.11.2024;75622;GB;0.57121205;10;3;7;1
20.11.2024;75624;GB;0.57121205;10;2;4;2
20.11.2024;75626;GB;1.7136363;8;1;6;1
20.11.2024;75630;GB;1.1424241;6;3;5;2
20.11.2024;75725;GB;0.57121205;8;2;2;1
20.11.2024;75766;GB;1.7136363;9;2;5;1
20.11.2024;75783;GB;1.1424241;10;1;3;2
20.11.2024;75825;GB;1.1424241;10;3;0;2
20.11.2024;75844;GB;0.57121205;6;2;7;2
20.11.2024;75872;GB;0.57121205;7;3;7;2
20.11.2024;75873;GB;1.1424241;1;1;6;1
20.11.2024;75889;GB;0.57121205;7;4;0;1
20.11.2024;75907;GB;2.8560605;9;1;7;1
20.11.2024;75922;GB;1.1424241;5;3;0;2
20.11.2024;75948;GB;0.57121205;8;3;0;2
20.11.2024;75961;GB;1.1424241;6;2;0;1
20.11.2024;75969;GB;1.1424241;8;2;7;2
20.11.2024;75977;GB;1.1424241;4;4;0;1
20.11.2024;75986;GB;1.1983137;9;3;0;1
20.11.2024;75988;GB;0.57121205;3;4;0;2
20.11.2024;75992;GB;1.1424241;4;1;7;2
20.11.2024;76013;GB;0.57121205;8;2;3;1
20.11.2024;76046;GB;1.1424241;8;2;7;1
20.11.2024;76052;GB;1.7136363;7;2;5;1
20.11.2024;76063;GB;1.1424241;7;2;7;2
20.11.2024;76076;GB;1.7136363;7;3;7;1
20.11.2024;76082;GB;1.1424241;6;2;1;1
20.11.2024;76087;GB;1.1424241;8;3;2;1
20.11.2024;76095;GB;1.1424241;9;3;7;1
20.11.2024;76100;GB;1.7136363;9;1;5;2
20.11.2024;76104;GB;0.57121205;7;2;7;1
20.11.2024;76123;GB;1.1424241;7;1;7;2
20.11.2024;76127;GB;1.1983137;8;2;2;2
20.11.2024;76129;GB;0.59915686;6;4;3;1
20.11.2024;76150;GB;0.57121205;7;2;0;2
20.11.2024;76153;GB;0.57121205;10;1;6;2
20.11.2024;76165;GB;1.1424241;4;3;4;1
20.11.2024;76174;GB;1.1424241;7;2;5;2
20.11.2024;76208;GB;1.1424241;9;1;3;2
20.11.2024;76245;GB;1.1424241;7;2;0;2
20.11.2024;76270;GB;0.57121205;3;5;0;1
20.11.2024;76283;GB;2.2848482;3;3;5;1
20.11.2024;76285;GB;1.1424241;7;2;3;2
20.11.2024;76293;GB;1.1424241;8;1;7;1
20.11.2024;76346;GB;0.57121205;9;2;7;1
20.11.2024;76355;GB;0.57121205;9;2;7;2
20.11.2024;76394;GB;0.57121205;7;1;7;1
20.11.2024;76502;GB;0.57121205;7;2;5;2
20.11.2024;76511;GB;0.57121205;9;2;0;2
20.11.2024;76531;GB;0.59915686;8;2;5;1
20.11.2024;76562;GB;1.1983137;8;2;7;2
20.11.2024;76568;GB;0.57121205;9;1;7;1
20.11.2024;76632;GB;0.59915686;5;2;3;1
20.11.2024;76656;GB;1.1424241;10;3;4;2
20.11.2024;76664;GB;1.1424241;9;2;0;1
20.11.2024;76701;GB;0.57121205;6;3;7;1
20.11.2024;76735;GB;0.57121205;10;1;3;2
20.11.2024;76781;GB;1.1424241;9;1;4;1
20.11.2024;76855;GB;0.57121205;5;1;4;2
20.11.2024;76856;GB;1.7136363;8;2;2;1
20.11.2024;76889;GB;1.1424241;6;1;4;1
20.11.2024;76895;GB;0.57121205;6;2;3;2
20.11.2024;76917;GB;2.2848482;7;1;4;2
20.11.2024;76960;GB;0.57121205;5;4;0;1
20.11.2024;76968;GB;0.59915686;8;2;4;2
20.11.2024;76982;GB;0.59915686;7;3;7;2
20.11.2024;76991;GB;1.1983137;8;2;5;2
20.11.2024;77005;GB;0.59915686;6;3;7;2
20.11.2024;77019;GB;0.57121205;5;2;7;2
20.11.2024;77021;GB;1.1424241;8;1;5;2
20.11.2024;77023;GB;2.2848482;7;2;4;1
20.11.2024;77052;GB;0.57121205;8;2;7;1
20.11.2024;77088;GB;0.57121205;5;3;0;2
20.11.2024;77110;GB;1.1983137;8;2;3;1
20.11.2024;77151;GB;0.57121205;5;5;0;1
20.11.2024;77176;GB;1.1424241;8;3;7;1
20.11.2024;77177;GB;0.57121205;8;2;2;2
20.11.2024;77180;GB;0.57121205;1;5;0;2
20.11.2024;77215;GB;1.1424241;7;2;7;1
20.11.2024;77229;GB;1.7136363;8;3;2;2
20.11.2024;77239;GB;1.1424241;7;2;3;1
20.11.2024;77255;GB;0.57121205;7;1;7;1
20.11.2024;77281;GB;1.1424241;8;1;3;2
20.11.2024;77317;GB;1.7136363;2;5;0;1
20.11.2024;77323;GB;0.59915686;8;2;4;1
20.11.2024;77331;GB;0.57121205;5;4;0;1
20.11.2024;77360;GB;1.1983137;9;2;0;2
20.11.2024;77440;GB;1.1424241;8;1;3;2
20.11.2024;77449;GB;1.2458906;3;3;0;1
20.11.2024;77519;GB;0.59915686;7;1;3;1
20.11.2024;77522;GB;0.57121205;3;3;0;1
20.11.2024;77534;GB;1.1424241;8;1;7;2
20.11.2024;77561;GB;0.57121205;4;2;3;2
20.11.2024;77593;GB;0.57121205;3;3;1;2
20.11.2024;77596;GB;1.1054444;9;1;0;1
20.11.2024;77599;GB;0.6229453;0;4;0;2
20.11.2024;77603;GB;1.1424241;1;3;3;2
20.11.2024;77640;GB;1.7136363;0;4;2;2
20.11.2024;77643;GB;0.57121205;6;2;0;1
20.11.2024;77697;GB;1.1424241;8;2;6;1
20.11.2024;77710;GB;1.1424241;9;1;4;2
20.11.2024;77711;GB;1.2458906;8;1;6;2
20.11.2024;77749;GB;0.6229453;7;1;5;1
20.11.2024;77786;GB;1.1424241;8;3;1;2
20.11.2024;77788;GB;0.57121205;4;2;3;2
20.11.2024;77823;GB;0.59915686;7;2;5;1
20.11.2024;77879;GB;1.1054444;8;2;0;2
20.11.2024;77896;GB;1.1424241;10;1;5;1
20.11.2024;77917;GB;0.57121205;7;4;0;1
20.11.2024;77929;GB;0.57121205;7;3;0;1
20.11.2024;77936;GB;2.2848482;6;3;2;2
20.11.2024;77955;GB;1.1983137;6;5;0;1
20.11.2024;77960;GB;1.7136363;8;3;7;2
20.11.2024;77972;GB;0.57121205;3;5;7;2
20.11.2024;78010;GB;0.57121205;8;5;0;1
20.11.2024;78042;GB;0.57121205;9;5;0;2
20.11.2024;78062;GB;0.57121205;7;2;4;1
20.11.2024;78089;GB;1.1424241;10;2;5;1
20.11.2024;78095;GB;1.1983137;5;3;7;2
20.11.2024;78117;GB;0.6229453;2;4;88;2
20.11.2024;78142;GB;0.57121205;5;2;7;2
20.11.2024;78156;GB;1.1424241;9;2;0;2
20.11.2024;78158;GB;1.2458906;9;1;5;2
20.11.2024;78218;GB;1.1424241;9;2;0;1
20.11.2024;78243;GB;0.57121205;7;3;1;2
20.11.2024;78250;GB;0.57121205;9;2;2;2
20.11.2024;78259;GB;1.1424241;9;2;3;1
20.11.2024;78267;GB;1.1424241;8;4;4;2
20.11.2024;78309;GB;0.57121205;8;4;3;2
20.11.2024;78313;GB;0.57121205;6;1;3;1
20.11.2024;78319;GB;1.1424241;7;2;7;2
20.11.2024;78337;GB;2.2848482;6;3;3;1
20.11.2024;78338;GB;1.1983137;8;2;1;1
20.11.2024;78342;GB;1.868836;6;4;7;1
20.11.2024;78411;GB;1.7136363;7;2;6;1
20.11.2024;78424;GB;1.1424241;8;4;0;1
20.11.2024;78431;GB;1.1424241;8;1;2;1
20.11.2024;78471;GB;2.2848482;9;1;7;2
20.11.2024;78505;GB;0.57121205;5;2;4;1
20.11.2024;78515;GB;1.1424241;6;2;0;1
20.11.2024;78546;GB;1.1424241;8;1;5;1
20.11.2024;78563;GB;0.59915686;6;2;1;1
20.11.2024;78581;GB;0.57121205;7;3;4;1
20.11.2024;78607;GB;0.57121205;8;3;4;2
20.11.2024;78665;GB;0.57121205;6;3;4;1
20.11.2024;78671;GB;1.7136363;4;2;5;2
20.11.2024;78676;GB;0.59915686;3;3;3;1
20.11.2024;78694;GB;1.1054444;2;1;4;2
20.11.2024;78708;GB;1.1983137;7;1;2;2
20.11.2024;78712;GB;0.57121205;8;3;0;1
20.11.2024;78743;GB;0.57121205;9;2;7;2
20.11.2024;78783;GB;1.1424241;8;2;3;2
20.11.2024;78800;GB;1.7974705;10;2;0;2
20.11.2024;78804;GB;0.57121205;9;2;5;1
20.11.2024;78815;GB;1.1424241;7;1;5;1
20.11.2024;78817;GB;1.1424241;6;3;0;2
20.11.2024;78852;GB;0.57121205;10;1;0;2
20.11.2024;78857;GB;1.1424241;8;2;1;2
20.11.2024;78913;GB;0.57121205;2;3;0;2
20.11.2024;78919;GB;1.1424241;5;4;0;1
20.11.2024;78944;GB;1.1424241;3;2;7;1
20.11.2024;78946;GB;1.2458906;8;2;3;2
20.11.2024;78976;GB;1.7136363;7;2;7;1
20.11.2024;78986;GB;1.1424241;10;1;7;2
20.11.2024;79011;GB;0.57121205;7;2;7;2
20.11.2024;79097;GB;1.1424241;9;3;7;1
20.11.2024;79105;GB;1.1424241;8;1;6;1
20.11.2024;79132;GB;0.57121205;5;3;3;2
20.11.2024;79149;GB;0.57121205;9;1;7;1
20.11.2024;79153;GB;0.57121205;5;4;0;2
20.11.2024;79181;GB;1.1424241;6;2;1;1
20.11.2024;79217;GB;1.1424241;8;1;5;1
20.11.2024;79241;GB;0.57121205;5;3;5;2
20.11.2024;79268;GB;0.59915686;5;2;4;1
20.11.2024;79276;GB;0.57121205;7;2;3;2
20.11.2024;79278;GB;1.1424241;8;2;4;2
20.11.2024;79331;GB;1.1424241;9;2;0;1
20.11.2024;79367;GB;0.57121205;1;5;0;2
20.11.2024;79420;GB;0.59915686;2;2;3;2
20.11.2024;79454;GB;1.1424241;2;5;1;1
20.11.2024;79455;GB;0.57121205;7;2;4;1
20.11.2024;79463;GB;0.57121205;6;3;7;2
20.11.2024;79464;GB;1.1424241;10;3;3;2
20.11.2024;79486;GB;0.57121205;5;2;0;1
20.11.2024;79513;GB;0.57121205;3;5;0;1
20.11.2024;79519;GB;1.1424241;1;2;88;2
20.11.2024;79554;GB;0.57121205;8;2;4;1
20.11.2024;79575;GB;0.59915686;7;1;1;2
20.11.2024;79630;GB;1.1424241;7;3;0;1
20.11.2024;79689;GB;2.995784;9;2;7;2
20.11.2024;79703;GB;1.1424241;7;2;3;1
20.11.2024;79713;GB;1.1424241;7;3;0;1
20.11.2024;79742;GB;1.1983137;9;2;2;1
20.11.2024;79752;GB;1.1424241;10;2;7;1
20.11.2024;79763;GB;1.1424241;8;1;3;2
20.11.2024;79774;GB;1.1424241;8;3;7;1
20.11.2024;79792;GB;1.1983137;5;3;3;2
20.11.2024;79812;GB;0.57121205;8;4;2;2
20.11.2024;79816;GB;0.5527222;5;2;7;2
20.11.2024;79853;GB;0.57121205;7;2;7;1
20.11.2024;79896;GB;1.1424241;7;2;3;1
20.11.2024;79899;GB;0.57121205;8;3;7;2
20.11.2024;79928;GB;1.1424241;5;1;2;2
20.11.2024;79936;GB;0.59915686;2;4;0;2
20.11.2024;79948;GB;0.59915686;3;5;0;1
20.11.2024;80007;GB;0.57121205;8;3;7;1
20.11.2024;80013;GB;0.6229453;6;2;0;1
20.11.2024;80033;GB;1.1424241;7;2;2;1
20.11.2024;80050;GB;0.57121205;6;3;0;1
20.11.2024;80068;GB;0.57121205;6;5;0;2
20.11.2024;80106;GB;4.00135;5;2;4;1
20.11.2024;80161;GB;1.1424241;7;2;7;2
20.11.2024;80170;GB;1.1424241;8;2;4;2
20.11.2024;80192;GB;0.57121205;8;2;5;2
20.11.2024;80203;GB;0.6229453;8;1;7;2
20.11.2024;80222;GB;0.57121205;8;2;7;1
20.11.2024;80224;GB;0.57121205;5;2;4;2
20.11.2024;80225;GB;0.57121205;8;2;0;2
20.11.2024;80248;GB;1.1424241;4;2;1;2
20.11.2024;80249;GB;0.59915686;6;2;2;1
20.11.2024;80318;GB;0.57121205;7;2;88;2
20.11.2024;80354;GB;1.1424241;7;1;2;2
20.11.2024;80364;GB;0.57121205;0;5;0;2
20.11.2024;80391;GB;1.1424241;7;3;7;1
20.11.2024;80409;GB;1.1424241;6;2;7;1
20.11.2024;80455;GB;1.2458906;10;2;1;2
20.11.2024;80465;GB;0.57121205;8;2;7;2
20.11.2024;80470;GB;0.57121205;7;2;7;2
20.11.2024;80487;GB;0.59915686;0;3;2;2
20.11.2024;80489;GB;1.7136363;8;2;7;2
20.11.2024;80502;GB;0.59915686;8;2;88;2
20.11.2024;80525;GB;1.7136363;7;3;7;2
20.11.2024;80536;GB;0.57121205;4;4;7;2
20.11.2024;80581;GB;1.1424241;4;2;7;2
20.11.2024;80638;GB;0.57121205;10;2;0;1
20.11.2024;80703;GB;1.1424241;8;5;7;1
20.11.2024;80720;GB;3.4272726;4;2;0;1
20.11.2024;80723;GB;0.57121205;8;3;7;2
20.11.2024;80770;GB;1.1424241;8;2;1;1
20.11.2024;80791;GB;0.57121205;2;2;77;2
20.11.2024;80821;GB;0.57121205;3;1;0;1
20.11.2024;80832;GB;1.1983137;7;2;4;1
20.11.2024;80846;GB;0.57121205;9;2;7;1
20.11.2024;80847;GB;0.57121205;8;2;0;1
20.11.2024;80870;GB;0.57121205;8;2;5;1
20.11.2024;80875;GB;0.57121205;7;4;0;2
20.11.2024;80880;GB;1.1424241;9;4;5;2
20.11.2024;80887;GB;1.1424241;7;4;0;1
20.11.2024;80907;GB;1.1424241;10;3;7;1
20.11.2024;80938;GB;1.1424241;7;2;7;1
20.11.2024;80962;GB;1.1424241;3;2;1;2
20.11.2024;80991;GB;0.57121205;5;1;7;1
20.11.2024;81088;GB;0.57121205;2;2;4;2
20.11.2024;81109;GB;1.1424241;8;3;7;2
20.11.2024;81114;GB;1.1424241;5;4;1;1
20.11.2024;81188;GB;0.59915686;0;4;7;1
20.11.2024;81208;GB;0.57121205;9;2;0;1
20.11.2024;81257;GB;0.59915686;3;4;0;2
20.11.2024;81271;GB;1.1424241;9;2;3;2
20.11.2024;81286;GB;2.2848482;7;2;4;2
20.11.2024;81317;GB;0.57121205;8;2;5;2
20.11.2024;81340;GB;2.2848482;5;1;3;1
20.11.2024;81345;GB;0.6229453;8;1;0;2
20.11.2024;81373;GB;1.1424241;8;2;4;1
20.11.2024;81437;GB;0.57121205;88;3;0;2
20.11.2024;81443;GB;1.7136363;7;2;5;2
20.11.2024;81584;GB;0.57121205;4;1;3;2
20.11.2024;81595;GB;1.7974705;8;3;4;1
20.11.2024;81600;GB;0.57121205;8;2;7;2
20.11.2024;81644;GB;0.59915686;3;3;7;1
20.11.2024;81653;GB;1.7136363;4;3;3;2
20.11.2024;81655;GB;1.1983137;7;2;5;1
20.11.2024;81658;GB;1.1424241;10;1;7;1
20.11.2024;81741;GB;0.57121205;6;4;7;2
20.11.2024;81747;GB;1.868836;7;3;3;1
20.11.2024;81760;GB;1.1424241;8;2;7;1
20.11.2024;81776;GB;1.1424241;8;3;0;1
20.11.2024;81796;GB;1.1424241;8;2;7;2
20.11.2024;81797;GB;1.1424241;7;3;2;1
20.11.2024;81802;GB;0.57121205;7;3;0;1
20.11.2024;81812;GB;1.1424241;6;2;3;2
20.11.2024;81818;GB;0.57121205;5;4;5;1
20.11.2024;81825;GB;1.7136363;0;3;7;2
20.11.2024;81827;GB;0.57121205;4;4;0;1
20.11.2024;81866;GB;0.59915686;6;3;0;1
20.11.2024;81873;GB;1.1424241;8;2;3;2
20.11.2024;81904;GB;1.1424241;8;1;7;2
20.11.2024;81910;GB;0.59915686;2;3;0;1
20.11.2024;81917;GB;1.1424241;6;2;7;2
20.11.2024;81928;GB;0.57121205;8;2;5;1
20.11.2024;81931;GB;1.1424241;8;2;3;1
20.11.2024;81952;GB;1.1424241;10;2;0;2
20.11.2024;81974;GB;1.2458906;10;2;2;1
20.11.2024;81978;GB;0.57121205;2;4;2;1
20.11.2024;81979;GB;1.7136363;7;1;3;2
20.11.2024;82016;GB;1.7136363;4;2;3;1
20.11.2024;82022;GB;1.1424241;8;3;0;2
20.11.2024;82024;GB;1.1424241;10;2;3;2
20.11.2024;82087;GB;0.57121205;5;3;0;1
20.11.2024;82104;GB;1.1424241;5;1;0;2
20.11.2024;82109;GB;1.1424241;5;2;4;2
20.11.2024;82188;GB;1.1983137;7;1;7;1
20.11.2024;82196;GB;1.1424241;5;3;0;2
20.11.2024;82229;GB;1.1424241;5;3;2;1
20.11.2024;82261;GB;1.7136363;9;2;1;1
20.11.2024;82277;GB;0.57121205;7;2;0;2
20.11.2024;82286;GB;1.1424241;10;2;3;1
20.11.2024;82338;GB;1.1424241;10;1;7;1
20.11.2024;82352;GB;0.57121205;5;2;3;1
20.11.2024;82377;GB;1.1424241;0;2;7;1
20.11.2024;82396;GB;1.1424241;5;3;2;1
20.11.2024;82415;GB;1.1424241;6;1;4;1
20.11.2024;82467;GB;0.57121205;10;3;0;1
20.11.2024;82486;GB;1.1424241;6;2;2;2
20.11.2024;82488;GB;0.59915686;8;2;88;2
20.11.2024;82489;GB;0.57121205;8;2;0;2
20.11.2024;82506;GB;0.57121205;5;3;7;1
20.11.2024;82513;GB;0.59915686;4;3;7;2
20.11.2024;82533;GB;1.1424241;7;2;1;1
20.11.2024;82556;GB;1.1424241;7;2;3;1
20.11.2024;82650;GB;1.1424241;9;3;0;1
20.11.2024;82693;GB;0.57121205;6;4;7;2
20.11.2024;82701;GB;1.1424241;5;2;3;1
20.11.2024;82720;GB;1.7136363;4;4;3;1
20.11.2024;82747;GB;1.1424241;10;2;2;2
20.11.2024;82836;GB;0.59915686;7;2;2;2
20.11.2024;82856;GB;0.59915686;0;3;3;2
20.11.2024;82879;GB;0.57121205;7;2;7;2
20.11.2024;82908;GB;0.5527222;5;3;0;2
20.11.2024;82936;GB;1.1424241;8;1;7;2
20.11.2024;82945;GB;1.1424241;9;2;5;1
20.11.2024;82962;GB;1.1424241;10;2;1;2
20.11.2024;82963;GB;1.1424241;8;2;3;1
20.11.2024;83007;GB;0.57121205;6;3;7;1
20.11.2024;83030;GB;1.1424241;10;2;5;1
20.11.2024;83067;GB;0.57121205;8;2;7;1
20.11.2024;83119;GB;1.1424241;10;2;2;2
20.11.2024;83124;GB;1.1424241;10;2;7;2
20.11.2024;83126;GB;1.1424241;7;2;5;1
20.11.2024;83137;GB;1.1424241;9;1;4;2
20.11.2024;83150;GB;0.59915686;7;2;3;2
20.11.2024;83157;GB;0.59915686;7;2;3;1
20.11.2024;83198;GB;1.1424241;6;3;7;2
20.11.2024;83205;GB;1.1424241;9;1;2;1
20.11.2024;83209;GB;1.1424241;8;2;7;2
20.11.2024;83224;GB;0.57121205;5;2;2;2
20.11.2024;83241;GB;1.7136363;8;2;4;2
20.11.2024;83267;GB;0.57121205;6;2;4;1
20.11.2024;83272;GB;0.59915686;8;2;5;2
20.11.2024;83294;GB;1.1424241;5;2;0;2
20.11.2024;83304;GB;1.1424241;5;3;3;2
20.11.2024;83378;GB;0.57121205;7;1;7;2
20.11.2024;83392;GB;0.6229453;6;2;2;1
20.11.2024;83396;GB;0.57121205;8;3;0;2
20.11.2024;83405;GB;1.7136363;8;1;7;2
20.11.2024;83410;GB;0.59915686;9;8;7;1
20.11.2024;83412;GB;0.57121205;5;3;4;2
20.11.2024;83420;GB;1.1983137;10;2;7;2
20.11.2024;83437;GB;0.57121205;4;2;5;2
20.11.2024;83443;GB;1.1424241;7;3;3;2
20.11.2024;83455;GB;1.7136363;4;4;0;1
20.11.2024;83470;GB;0.57121205;8;1;2;2
20.11.2024;83485;GB;1.1424241;7;1;2;2
20.11.2024;83490;GB;0.57121205;9;1;4;1
20.11.2024;83508;GB;1.7136363;3;3;0;1
20.11.2024;83538;GB;1.1424241;3;2;0;1
20.11.2024;83545;GB;1.1424241;8;2;5;2
20.11.2024;83569;GB;1.1424241;10;3;6;1
20.11.2024;83572;GB;0.57121205;8;1;4;2
20.11.2024;83588;GB;0.57121205;5;4;2;1
20.11.2024;83598;GB;1.1424241;9;1;2;1
20.11.2024;83600;GB;1.1424241;6;2;7;1
20.11.2024;83602;GB;0.57121205;10;1;7;1
20.11.2024;83688;GB;2.2848482;5;2;2;2
20.11.2024;83696;GB;1.1424241;8;3;7;1
20.11.2024;83731;GB;0.57121205;6;2;6;1
20.11.2024;83755;GB;0.57121205;7;3;0;2
20.11.2024;83756;GB;1.1424241;10;2;7;2
20.11.2024;83782;GB;1.1424241;9;1;5;1
20.11.2024;83802;GB;1.1424241;8;3;3;1
20.11.2024;83832;GB;0.57121205;8;3;1;2
20.11.2024;83856;GB;1.1424241;10;1;4;1
20.11.2024;83870;GB;0.57121205;9;1;3;2
20.11.2024;83884;GB;1.1424241;8;2;2;1
20.11.2024;83911;GB;1.1424241;8;2;2;2
20.11.2024;83935;GB;0.6229453;6;4;0;1
20.11.2024;83957;GB;1.1424241;8;1;4;1
20.11.2024;83972;GB;0.57121205;8;3;2;1
20.11.2024;83996;GB;0.59915686;8;2;3;1
20.11.2024;84007;GB;0.57121205;9;1;3;2
20.11.2024;84040;GB;1.6581665;7;1;7;2
20.11.2024;84052;GB;0.57121205;10;1;7;1
20.11.2024;84054;GB;1.1424241;5;3;4;2
20.11.2024;84087;GB;0.57121205;10;1;4;2
20.11.2024;84105;GB;0.57121205;7;3;0;1
20.11.2024;84119;GB;1.6581665;5;2;2;1
20.11.2024;84133;GB;1.1424241;8;2;2;1
20.11.2024;84134;GB;1.1424241;8;2;7;2
20.11.2024;84146;GB;0.59915686;9;2;3;2
20.11.2024;84171;GB;1.1424241;9;2;7;1
20.11.2024;84280;GB;0.57121205;8;2;0;2
20.11.2024;84295;GB;0.57121205;8;1;4;1
20.11.2024;84342;GB;0.57121205;9;1;5;1
20.11.2024;84351;GB;1.1424241;9;2;7;1
20.11.2024;84376;GB;0.59915686;7;2;3;2
20.11.2024;84393;GB;0.57121205;6;3;0;1
20.11.2024;84426;GB;0.57121205;5;4;7;1
20.11.2024;84458;GB;0.57121205;5;4;7;2
20.11.2024;84463;GB;0.57121205;8;3;7;1
20.11.2024;84464;GB;0.57121205;10;2;7;2
20.11.2024;84466;GB;1.1424241;5;4;5;1
20.11.2024;84482;GB;0.57121205;6;3;2;1
20.11.2024;84514;GB;1.1424241;8;2;7;2
20.11.2024;84525;GB;0.57121205;0;3;1;2
20.11.2024;84567;GB;1.1424241;8;2;0;1
